step,type,amount,nameOrig,nameDest,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1603,CASH_OUT,301.29,C5041154,C4337174,331138.51,330837.22,64327.65,64628.94,0,0
1604,PAYMENT,221.76,C5213115,M415568,7937.31,7715.55,138369.01,138590.77,0,0
1605,CASH_OUT,417.6,C1419610,C1739653,238264.48,237846.88,180289.0,180706.6,0,0
1606,CASH_OUT,162.93,C2264748,C7199635,447634.09,447471.16,140659.94,140822.87,0,0
1607,CASH_OUT,1401.56,C2677407,C2322047,393652.62,392251.06,129819.46,131221.02,0,0
1608,PAYMENT,28264.36,C1445199,M346277,416041.93,387777.57,134322.62,162586.98,0,0
1609,CASH_OUT,2092.59,C4594297,C7897151,413733.42,411640.83,71593.15,73685.74,0,0
1610,PAYMENT,662.02,C4305700,M763686,348515.07,347853.05,1686.28,2348.3,0,0
1611,TRANSFER,611.78,C2839607,C1036161,4681.65,4069.87,148628.89,149240.67,0,0
1612,CASH_OUT,48.12,C5476257,C7685149,178910.51,178862.39,17993.3,18041.42,0,0
1613,CASH_OUT,6413.88,C7693979,C5682940,110573.84,104159.96,196023.82,202437.7,0,0
1614,CASH_IN,938.54,C4698379,C2161193,246418.94,245480.4,140809.54,141748.08,0,0
1615,CASH_OUT,764.36,C5108603,C3684052,492131.77,491367.41,127687.22,128451.58,0,0
1616,PAYMENT,650967.59,C9153566,M563246,250162.82,0.0,34095.42,685063.01,0,0
1617,PAYMENT,1993.22,C1641849,M563246,336087.77,334094.55,120594.51,122587.73,0,0
1618,PAYMENT,243.82,C6752576,M831076,372986.72,372742.9,25486.18,25730.0,0,0
1619,CASH_IN,467.45,C8612220,C7640184,364449.43,363981.98,54865.59,55333.04,0,0
1620,DEBIT,10904.07,C2571945,C4731818,338867.23,327963.16,122891.31,133795.38,0,0
1621,CASH_OUT,1375.46,C8096887,C1419610,468945.18,467569.72,128193.26,129568.72,0,0
1622,CASH_IN,61.77,C3608513,C1352896,216274.09,216212.32,199021.3,199083.07,0,0
1623,PAYMENT,6894.35,C5476257,M786508,233293.36,226399.01,72294.37,79188.72,0,0
1624,CASH_OUT,288.22,C9546409,C8294150,23482.32,23194.1,183678.3,183966.52,0,0
1625,TRANSFER,46471.55,C5159166,C5614226,195929.44,149457.89,66941.16,113412.71,0,0
1626,DEBIT,9509.97,C4668136,C5453786,112814.0,103304.03,137909.79,147419.76,0,0
1627,CASH_IN,448.25,C7273233,C3684052,82240.79,81792.54,62161.17,62609.42,0,0
1628,CASH_OUT,14214.71,C2338687,C9478454,239983.21,225768.5,161611.81,175826.52,0,0
1629,CASH_OUT,1256.03,C2876932,C4841005,420253.79,418997.76,49430.71,50686.74,0,0
1630,TRANSFER,6036.31,C6543670,C4612365,410816.9,404780.59,103935.01,109971.32,0,0
1631,PAYMENT,2891.31,C8707870,M640490,299982.35,297091.04,87705.9,90597.21,0,0
1632,PAYMENT,201.8,C7550190,M563638,62413.19,62211.39,194905.12,195106.92,0,0
1633,CASH_IN,302.75,C8835373,C3030113,445041.87,444739.12,138672.73,138975.48,0,0
1634,CASH_OUT,8603.48,C7374122,C7358113,27394.42,18790.94,122147.73,130751.21,0,0
1635,TRANSFER,561.41,C7377459,C7907400,27894.98,27333.57,10440.63,11002.04,0,0
1636,DEBIT,489.17,C3351868,C2338687,308650.99,308161.82,82221.6,82710.77,0,0
1637,DEBIT,162.35,C7817881,C1162230,5303.27,5140.92,76784.0,76946.35,0,0
1638,DEBIT,2558.56,C8412769,C8412769,50638.96,48080.4,130184.29,132742.85,0,0
1639,CASH_OUT,67849.67,C4903402,C8096887,258606.45,190756.78,117562.67,185412.34,0,0
1640,PAYMENT,129.66,C2719583,M808446,356649.7,356520.04,118577.3,118706.96,0,0
1641,DEBIT,1151.06,C3253031,C5107245,318681.87,317530.81,51257.22,52408.28,0,0
1642,TRANSFER,18479.94,C9996207,C8412769,222312.16,203832.22,48630.5,67110.44,0,0
1643,DEBIT,935.16,C2556017,C3741438,155833.43,154898.27,87169.63,88104.79,0,0
1644,CASH_IN,2710.11,C7462506,C5076817,155594.12,152884.01,177044.38,179754.49,0,0
1645,CASH_OUT,131.0,C7730428,C6261415,154337.21,154206.21,68580.06,68711.06,0,0
1646,TRANSFER,2582.76,C4744854,C5004485,293219.96,290637.2,135660.07,138242.83,0,0
1647,PAYMENT,754.24,C8033426,M749342,417587.46,416833.22,171740.44,172494.68,0,0
1648,TRANSFER,7875.09,C3684052,C2065818,320277.4,312402.31,40252.25,48127.34,0,0
1649,PAYMENT,11787.23,C2525206,M932291,237862.53,226075.3,138368.2,150155.43,0,0
1650,TRANSFER,194682.89,C4731818,C2191066,426004.34,231321.45,113219.38,307902.27,0,0
1651,PAYMENT,3495.62,C4374754,M418635,164309.52,160813.9,20969.58,24465.2,0,0
1652,DEBIT,2103.99,C1109031,C4946066,109702.94,107598.95,739.41,2843.4,0,0
1653,PAYMENT,1617.71,C1054447,M550770,311960.01,310342.3,47803.81,49421.52,0,0
1654,CASH_OUT,541.13,C2191066,C1641849,187955.9,187414.77,80062.51,80603.64,0,0
1655,DEBIT,2158.07,C5108603,C7829332,4946.05,2787.98,71577.33,73735.4,0,0
1656,TRANSFER,607.41,C4842788,C3770370,220204.06,219596.65,126266.92,126874.33,0,0
1657,CASH_IN,1535.98,C8935169,C3678638,487654.64,486118.66,39824.57,41360.55,0,0
1658,PAYMENT,15293.68,C2871534,M887625,130999.43,115705.75,34856.9,50150.58,0,0
1659,DEBIT,146.48,C4337174,C7073292,97993.78,97847.3,35215.48,35361.96,0,0
1660,PAYMENT,10718.83,C2694522,M414910,415722.87,405004.04,27448.71,38167.54,0,0
1661,CASH_OUT,15278.93,C3728882,C1527021,468057.05,452778.12,61014.48,76293.41,0,0
1662,PAYMENT,865.98,C6944126,M932291,85679.9,84813.92,105385.35,106251.33,0,0
1663,DEBIT,15.74,C1162230,C4586084,439193.92,439178.18,13075.5,13091.24,0,0
1664,PAYMENT,325.17,C8755439,M796101,94820.56,94495.39,106510.94,106836.11,0,0
1665,CASH_OUT,14676.3,C4769795,C5213115,214770.08,200093.78,127228.59,141904.89,0,0
1666,CASH_IN,1047.61,C8315831,C5394880,293662.94,292615.33,170887.09,171934.7,0,0
1667,PAYMENT,148.62,C5491946,M696750,123585.82,123437.2,125891.83,126040.45,0,0
1668,PAYMENT,399.59,C5107245,M197923,254134.74,253735.15,116816.44,117216.03,0,0
1669,TRANSFER,5891.35,C6555772,C2322047,392332.61,386441.26,158199.44,164090.79,0,0
1670,CASH_OUT,3273.02,C5443951,C9770838,194057.92,190784.9,176484.42,179757.44,0,0
1671,CASH_OUT,680.03,C8106470,C3011363,259446.18,258766.15,35799.7,36479.73,0,0
1672,CASH_OUT,526.55,C6033115,C4348276,241648.53,241121.98,191150.38,191676.93,0,0
1673,TRANSFER,500.94,C3607983,C3351868,319052.8,318551.86,158124.9,158625.84,0,0
1674,CASH_OUT,173.33,C9877065,C2871534,447442.31,447268.98,90416.01,90589.34,0,0
1675,PAYMENT,27743.35,C6707197,M745414,212511.43,184768.08,75416.59,103159.94,0,0
1676,PAYMENT,575.57,C8106470,M810219,275275.99,274700.42,26866.06,27441.63,0,0
1677,PAYMENT,12510.42,C1036161,M786508,175787.48,163277.06,116792.44,129302.86,0,0
1678,TRANSFER,22985.8,C8175395,C2130789,213051.17,190065.37,93510.2,116496.0,0,0
1679,TRANSFER,8075.76,C7774229,C4769795,136509.73,128433.97,4943.64,13019.4,0,0
1680,TRANSFER,462.55,C7089806,C7117837,37944.22,37481.67,180295.17,180757.72,0,0
1681,PAYMENT,2458.88,C5130808,M736130,273325.94,270867.06,15631.8,18090.68,0,0
1682,PAYMENT,1044.83,C8612220,M442027,59293.94,58249.11,72047.38,73092.21,0,0
1683,TRANSFER,179.94,C1987737,C3684052,337553.66,337373.72,50004.73,50184.67,0,0
1684,CASH_OUT,2097.96,C4305700,C3670896,422724.12,420626.16,38128.49,40226.45,0,0
1685,CASH_OUT,103.74,C6440561,C2940214,358092.68,357988.94,108625.13,108728.87,0,0
1686,PAYMENT,11794.15,C7110622,M745414,140922.64,129128.49,69326.47,81120.62,0,0
1687,CASH_IN,433.01,C4078418,C2795765,378903.04,378470.03,2378.14,2811.15,0,0
1688,CASH_OUT,1639.78,C1744682,C5491946,432733.06,431093.28,45515.7,47155.48,0,0
1689,CASH_OUT,1932.51,C5218028,C1841248,116861.59,114929.08,117400.73,119333.24,0,0
1690,TRANSFER,653.4,C2022698,C9546409,407198.86,406545.46,68131.91,68785.31,0,0
1691,PAYMENT,3545.33,C2525206,M400850,385065.53,381520.2,139588.25,143133.58,0,0
1692,PAYMENT,424.19,C8633773,M197923,279223.41,278799.22,74940.03,75364.22,0,0
1693,CASH_OUT,6264.13,C3741438,C7264956,471677.0,465412.87,1936.23,8200.36,0,0
1694,DEBIT,74.29,C3219824,C1527021,112745.32,112671.03,85143.87,85218.16,0,0
1695,CASH_OUT,1412.0,C8315831,C6266630,345259.3,343847.3,59927.44,61339.44,0,0
1696,CASH_OUT,52989.97,C1131249,C4335942,461072.1,408082.13,30738.25,83728.22,0,0
1697,CASH_IN,148.31,C2191066,C1131249,314919.65,314771.34,120600.56,120748.87,0,0
1698,CASH_OUT,282.73,C5171761,C2651177,102102.31,101819.58,78127.23,78409.96,0,0
1699,TRANSFER,3065.04,C2525206,C8999183,54319.18,51254.14,113903.0,116968.04,0,0
1700,TRANSFER,1570.52,C7693979,C4823498,85711.83,84141.31,134977.11,136547.63,0,0
1701,PAYMENT,2211.13,C1649691,M808446,244306.66,242095.53,37338.42,39549.55,0,0
1702,PAYMENT,2917.18,C7754864,M282480,102946.15,100028.97,58221.11,61138.29,0,0
1703,TRANSFER,3902.77,C8096887,C2714803,184326.13,180423.36,2209.42,6112.19,0,0
1704,PAYMENT,10091.0,C5191056,M100425,78517.73,68426.73,22148.79,32239.79,0,0
1705,TRANSFER,2489.0,C9436429,C8290770,34381.5,31892.5,191019.35,193508.35,0,0
1706,DEBIT,676.87,C8755439,C8852574,154878.59,154201.72,163579.22,164256.09,0,0
1707,CASH_OUT,4209.7,C9375710,C8106422,287545.69,283335.99,62062.75,66272.45,0,0
1708,PAYMENT,49009.23,C2164686,M934692,229478.22,180468.99,40340.55,89349.78,0,0
1709,CASH_IN,841.12,C7550190,C2622631,412291.31,411450.19,120969.72,121810.84,0,0
1710,PAYMENT,156.17,C1120642,M805477,284614.54,284458.37,98191.73,98347.9,0,0
1711,TRANSFER,10038.28,C5667265,C5453786,45551.34,35513.06,129259.83,139298.11,0,0
1712,CASH_IN,861.98,C4993055,C6120253,421319.74,420457.76,158469.36,159331.34,0,0
1713,TRANSFER,14.22,C8187926,C8434500,124567.41,124553.19,179992.92,180007.14,0,0
1714,CASH_OUT,5972.04,C3597059,C2016911,455416.55,449444.51,36688.86,42660.9,0,0
1715,TRANSFER,375.91,C4214348,C6866294,472843.68,472467.77,47939.05,48314.96,0,0
1716,DEBIT,915.01,C2321324,C2262382,268868.77,267953.76,133331.39,134246.4,0,0
1717,PAYMENT,2130.18,C9996207,M790855,451117.36,448987.18,181747.29,183877.47,0,0
1718,TRANSFER,1605.19,C8315831,C5098412,60615.31,59010.12,73746.41,75351.6,0,0
1719,CASH_OUT,4531.93,C2375453,C9722815,389755.32,385223.39,82019.21,86551.14,0,0
1720,PAYMENT,458.99,C9877065,M736130,22317.58,21858.59,5343.58,5802.57,0,0
1721,CASH_OUT,3060.13,C6573147,C8321474,230951.98,227891.85,68731.54,71791.67,0,0
1722,TRANSFER,652.56,C3564251,C9997381,18887.33,18234.77,50121.15,50773.71,0,0
1723,CASH_OUT,4806.0,C4684531,C4694634,335147.79,330341.79,92849.11,97655.11,0,0
1724,TRANSFER,3754.59,C5918715,C3222252,328511.3,324756.71,142716.31,146470.9,0,0
1725,TRANSFER,168.87,C1959074,C9153566,420781.27,420612.4,34117.82,34286.69,0,0
1726,PAYMENT,9623.51,C2694522,M233470,147072.33,137448.82,106930.77,116554.28,0,0
1727,TRANSFER,375.43,C3094235,C1415846,381794.52,381419.09,135476.63,135852.06,0,0
1728,PAYMENT,5519.9,C5076817,M233470,108336.22,102816.32,6888.97,12408.87,0,0
1729,CASH_OUT,2286.04,C5476583,C7358113,348371.18,346085.14,167300.23,169586.27,0,0
1730,DEBIT,43319.9,C1701771,C4971793,358205.22,314885.32,179401.98,222721.88,0,0
1731,TRANSFER,701.39,C8350099,C1036161,26207.63,25506.24,933.15,1634.54,0,0
1732,CASH_OUT,545.32,C9722815,C7455324,464410.28,463864.96,74928.94,75474.26,0,0
1733,PAYMENT,1054.86,C1768805,M414910,210841.37,209786.51,197858.12,198912.98,0,0
1734,PAYMENT,598.03,C2839607,M934692,334474.73,333876.7,44113.57,44711.6,0,0
1735,DEBIT,5431.03,C3726327,C5443951,362005.75,356574.72,8802.5,14233.53,0,0
1736,TRANSFER,43.27,C4694634,C1352896,281027.06,280983.79,37909.51,37952.78,0,0
1737,PAYMENT,133.3,C4576135,M100425,469461.61,469328.31,24160.79,24294.09,0,0
1738,PAYMENT,129.59,C8930103,M696750,86810.78,86681.19,80427.9,80557.49,0,0
1739,PAYMENT,7336.49,C2833230,M540869,229387.97,222051.48,13203.26,20539.75,0,0
1740,DEBIT,33564.58,C7003042,C1162230,184489.98,150925.4,13466.25,47030.83,0,0
1741,PAYMENT,889.89,C6229731,M640490,299434.55,298544.66,196620.5,197510.39,0,0
1742,PAYMENT,782.39,C8688755,M796101,495265.64,494483.25,170093.01,170875.4,0,0
1743,PAYMENT,1261.56,C5855124,M808446,162177.15,160915.59,126174.78,127436.34,0,0
1744,TRANSFER,11200.98,C7110622,C4348276,66465.72,55264.74,35066.21,46267.19,0,0
1745,CASH_OUT,171.62,C1649691,C4769795,489010.77,488839.15,133274.12,133445.74,0,0
1746,PAYMENT,1766.47,C1533224,M808446,456051.63,454285.16,89782.31,91548.78,0,0
1747,TRANSFER,7710.94,C2818692,C9398441,251710.02,243999.08,140925.83,148636.77,0,0
1748,PAYMENT,2987.49,C1499914,M324082,379470.52,376483.03,24811.23,27798.72,0,0
1749,PAYMENT,1602.25,C7818496,M397571,121772.87,120170.62,15877.93,17480.18,0,0
1750,PAYMENT,8120.05,C3011363,M282480,101005.89,92885.84,75149.59,83269.64,0,0
1751,CASH_OUT,4.92,C9517485,C9996207,299037.59,299032.67,189175.3,189180.22,0,0
1752,CASH_OUT,4254.58,C1120642,C5528972,139063.22,134808.64,128720.41,132974.99,0,0
1753,CASH_OUT,296.44,C5456272,C8434500,324023.21,323726.77,57691.02,57987.46,0,0
1754,PAYMENT,28.18,C5382463,M415568,171364.21,171336.03,41163.49,41191.67,0,0
1755,PAYMENT,3048.5,C3726327,M497562,400725.9,397677.4,139255.61,142304.11,0,0
1756,PAYMENT,17108.27,C2651177,M786508,160818.5,143710.23,88472.18,105580.45,0,0
1757,PAYMENT,833.06,C2149597,M799287,476830.59,475997.53,10421.37,11254.43,0,0
1758,CASH_IN,7374.25,C7402509,C5107245,45879.7,38505.45,118526.13,125900.38,0,0
1759,DEBIT,27572.01,C7402509,C3997281,253712.27,226140.26,85247.96,112819.97,0,0
1760,TRANSFER,15211.83,C3396987,C9546409,98768.13,83556.3,84803.36,100015.19,0,0
1761,CASH_OUT,29141.81,C7693979,C3154051,288210.92,259069.11,193545.16,222686.97,0,0
1762,PAYMENT,4837.99,C3641282,M528231,475506.6,470668.61,71916.39,76754.38,0,0
1763,TRANSFER,1275.21,C1959074,C3762152,211348.63,210073.42,121878.84,123154.05,0,0
1764,TRANSFER,44.53,C6279418,C3641282,9905.54,9861.01,76283.86,76328.39,0,0
1765,DEBIT,670.4,C5273534,C4374754,297591.68,296921.28,30559.74,31230.14,0,0
1766,CASH_OUT,203.06,C6438436,C1908841,231825.62,231622.56,90720.62,90923.68,0,0
1767,TRANSFER,84278.78,C5641923,C3641282,35969.82,0.0,27331.27,111610.05,0,0
1768,TRANSFER,771.42,C6279418,C1790481,2090.28,1318.86,172331.03,173102.45,0,0
1769,CASH_OUT,1403.06,C8106470,C2149597,202277.63,200874.57,83164.03,84567.09,0,0
1770,TRANSFER,3304.27,C8290770,C8106470,192018.71,188714.44,61562.17,64866.44,0,0
1771,CASH_IN,1196.56,C1728977,C8761611,442499.79,441303.23,198494.49,199691.05,0,0
1772,PAYMENT,32535.99,C9874152,M681343,97114.1,64578.11,87259.59,119795.58,0,0
1773,PAYMENT,315.67,C9580255,M790855,174289.34,173973.67,141825.69,142141.36,0,0
1774,CASH_OUT,1618.43,C2626229,C8722606,28852.31,27233.88,77066.63,78685.06,0,0
1775,TRANSFER,248.4,C3564217,C9517169,238862.78,238614.38,184293.71,184542.11,0,0
1776,TRANSFER,78.25,C1397023,C7907400,14128.04,14049.79,133135.13,133213.38,0,0
1777,PAYMENT,322.62,C8106422,M550770,472132.61,471809.99,29473.48,29796.1,0,0
1778,PAYMENT,1018.34,C2795765,M932291,420757.95,419739.61,2467.48,3485.82,0,0
1779,CASH_OUT,464.7,C6171716,C6507321,458441.43,457976.73,79533.38,79998.08,0,0
1780,CASH_OUT,274.56,C2322047,C5004485,454974.57,454700.01,175201.23,175475.79,0,0
1781,PAYMENT,65.85,C3790237,M810219,345918.4,345852.55,100129.36,100195.21,0,0
1782,TRANSFER,928.7,C2651177,C4533779,153989.43,153060.73,82321.8,83250.5,0,0
1783,DEBIT,54.09,C6555772,C2166941,54637.04,54582.95,114522.34,114576.43,0,0
1784,DEBIT,5014.61,C1538552,C5017343,374365.04,369350.43,186003.37,191017.98,0,0
1785,TRANSFER,1293.21,C8350099,C5108603,493512.75,492219.54,163277.88,164571.09,0,0
1786,PAYMENT,59.44,C5437923,M640490,348158.35,348098.91,104992.4,105051.84,0,0
1787,CASH_OUT,590.86,C5382463,C9147706,85317.13,84726.27,74930.28,75521.14,0,0
1788,CASH_OUT,243.64,C8082668,C2344047,90992.17,90748.53,189696.66,189940.3,0,0
1789,TRANSFER,2076.31,C1192619,C9279821,100470.42,98394.11,149983.15,152059.46,0,0
1790,DEBIT,16008.91,C2839607,C9197443,491473.56,475464.65,174323.11,190332.02,0,0
1791,TRANSFER,25.78,C1162230,C7120868,434181.0,434155.22,33225.23,33251.01,0,0
1792,PAYMENT,1380.29,C8835373,M521947,138381.1,137000.81,68430.38,69810.67,0,0
1793,CASH_OUT,796.11,C9436429,C9519948,336402.3,335606.19,20161.83,20957.94,0,0
1794,PAYMENT,4199.33,C9580255,M854717,332661.14,328461.81,157841.43,162040.76,0,0
1795,PAYMENT,1679.74,C1192619,M786508,395893.27,394213.53,75133.16,76812.9,0,0
1796,TRANSFER,243.73,C1744682,C6159230,466064.19,465820.46,94646.36,94890.09,0,0
1797,PAYMENT,579.34,C7818496,M415568,185392.56,184813.22,178030.44,178609.78,0,0
1798,CASH_IN,223.17,C2785277,C8935169,332539.14,332315.97,75687.14,75910.31,0,0
1799,PAYMENT,9433.42,C8930103,M958179,165127.63,155694.21,20035.47,29468.89,0,0
1800,TRANSFER,1144.39,C6866294,C3351868,362610.09,361465.7,177594.11,178738.5,0,0
1801,PAYMENT,49137.68,C2548511,M521947,434502.64,385364.96,55893.51,105031.19,0,0
1802,CASH_OUT,971.34,C7273233,C2626229,225959.04,224987.7,137236.98,138208.32,0,0
1803,DEBIT,265.92,C4426900,C2264748,330114.21,329848.29,625.82,891.74,0,0
1804,CASH_OUT,53.12,C6672134,C8078673,316888.65,316835.53,174686.9,174740.02,0,0
1805,CASH_IN,29.78,C3995870,C4860684,338964.71,338934.93,46711.73,46741.51,0,0
1806,TRANSFER,46.14,C1641849,C6596150,396980.19,396934.05,69666.79,69712.93,0,0
1807,CASH_IN,1871.05,C8999183,C7817881,428550.0,426678.95,181040.55,182911.6,0,0
1808,CASH_OUT,3033.43,C9852897,C5641923,97538.48,94505.05,28632.29,31665.72,0,0
1809,TRANSFER,46.41,C2737893,C2164686,252318.31,252271.9,25572.27,25618.68,0,0
1810,DEBIT,6568.74,C6229731,C4009172,498152.37,491583.63,197443.92,204012.66,0,0
1811,TRANSFER,417.33,C7550190,C4514944,241084.27,240666.94,108133.58,108550.91,0,0
1812,PAYMENT,1470.84,C5137722,M397571,472104.94,470634.1,139981.8,141452.64,0,0
1813,PAYMENT,27568.84,C2164686,M414910,80117.64,52548.8,185793.47,213362.31,0,0
1814,CASH_IN,6592.44,C9722815,C2161193,110188.02,103595.58,51525.71,58118.15,0,0
1815,TRANSFER,640.94,C1415846,C9961380,332738.18,332097.24,184547.24,185188.18,0,0
1816,CASH_OUT,184.49,C2149597,C1768805,397770.23,397585.74,66560.22,66744.71,0,0
1817,PAYMENT,14.83,C5437001,M640490,461923.75,461908.92,12933.41,12948.24,0,0
1818,PAYMENT,260.26,C5682940,M188914,368001.24,367740.98,76330.1,76590.36,0,0
1819,CASH_OUT,718.91,C8351517,C7728339,404223.74,403504.83,44710.17,45429.08,0,0
1820,PAYMENT,152.27,C4226067,M521947,44569.71,44417.44,148116.24,148268.51,0,0
1821,CASH_IN,843.44,C6799667,C4514944,286419.5,285576.06,25483.49,26326.93,0,0
1822,PAYMENT,1278.83,C1908841,M563246,368458.95,367180.12,62159.78,63438.61,0,0
1823,CASH_OUT,699.45,C1790481,C6692553,489924.75,489225.3,63928.6,64628.05,0,0
1824,TRANSFER,298.87,C5163555,C5107245,259875.69,259576.82,120323.53,120622.4,0,0
1825,PAYMENT,1536.57,C4191175,M854717,269146.47,267609.9,92120.55,93657.12,0,0
1826,PAYMENT,2654.15,C8099076,M451470,109452.12,106797.97,135996.18,138650.33,0,0
1827,PAYMENT,123.87,C3109911,M410016,373529.97,373406.1,169825.49,169949.36,0,0
1828,DEBIT,18432.39,C8038374,C5213115,160069.68,141637.29,100475.6,118907.99,0,0
1829,CASH_OUT,900.39,C2321324,C1397023,286985.98,286085.59,126215.41,127115.8,0,0
1830,PAYMENT,1138.76,C5446912,M277934,483247.85,482109.09,11762.52,12901.28,0,0
1831,DEBIT,4520.73,C4539704,C2164686,105306.54,100785.81,146531.62,151052.35,0,0
1832,DEBIT,1748.36,C6120253,C3995870,26283.15,24534.79,173086.38,174834.74,0,0
1833,PAYMENT,7378.11,C2344047,M790855,195903.93,188525.82,196877.91,204256.02,0,0
1834,CASH_OUT,1947.4,C9375710,C2571945,273971.45,272024.05,67482.03,69429.43,0,0
1835,CASH_OUT,322.18,C5672073,C4188992,195681.36,195359.18,14364.64,14686.82,0,0
1836,CASH_OUT,2259.74,C9937326,C8722606,461531.89,459272.15,140221.73,142481.47,0,0
1837,TRANSFER,111.34,C2338687,C7366205,161709.29,161597.95,158255.49,158366.83,0,0
1838,DEBIT,1362.56,C4612365,C7685149,152037.0,150674.44,130926.8,132289.36,0,0
1839,CASH_OUT,1026.12,C7358113,C8722606,241220.86,240194.74,179443.62,180469.74,0,0
1840,PAYMENT,723.26,C8321474,M301158,367659.45,366936.19,1826.5,2549.76,0,0
1841,CASH_OUT,848.04,C5437001,C7377459,339158.9,338310.86,197696.84,198544.88,0,0
1842,PAYMENT,25.44,C3790237,M934692,420830.05,420804.61,185197.07,185222.51,0,0
1843,PAYMENT,365.97,C1841248,M233470,472531.6,472165.63,23469.37,23835.34,0,0
1844,TRANSFER,1320.4,C1527021,C5428914,216910.72,215590.32,29713.66,31034.06,0,0
1845,CASH_OUT,1509.77,C4337174,C8038374,59401.27,57891.5,79328.96,80838.73,0,0
1846,PAYMENT,140.42,C9196204,M233470,326398.48,326258.06,75074.33,75214.75,0,0
1847,CASH_OUT,13786.09,C1415846,C7817881,44805.57,31019.48,92734.76,106520.85,0,0
1848,DEBIT,193.96,C2651177,C2321324,316166.76,315972.8,89023.66,89217.62,0,0
1849,PAYMENT,7622.92,C4514944,M528231,61025.78,53402.86,128281.87,135904.79,0,0
1850,CASH_IN,2577.02,C3653446,C2571945,293425.25,290848.23,197469.87,200046.89,0,0
1851,TRANSFER,301.13,C4348276,C6799667,47276.62,46975.49,118575.8,118876.93,0,0
1852,TRANSFER,38201.18,C7117837,C4818418,216828.24,178627.06,114284.62,152485.8,0,0
1853,PAYMENT,100.76,C2622631,M277934,454440.26,454339.5,159044.97,159145.73,0,0
1854,PAYMENT,6893.32,C6120253,M414910,196898.27,190004.95,163492.57,170385.89,0,0
1855,CASH_OUT,8112.53,C6304573,C4117625,31965.83,23853.3,167428.79,175541.32,0,0
1856,TRANSFER,286.79,C4524499,C9961380,376754.11,376467.32,41492.75,41779.54,0,0
1857,CASH_OUT,17764.02,C5479144,C4679591,431001.72,413237.7,139043.18,156807.2,0,0
1858,PAYMENT,665.08,C7550190,M763686,157148.04,156482.96,7828.63,8493.71,0,0
1859,CASH_OUT,1953.52,C5186414,C7637601,43910.46,41956.94,51352.1,53305.62,0,0
1860,CASH_OUT,1845.75,C7067228,C9961380,253074.16,251228.41,72711.93,74557.68,0,0
1861,TRANSFER,838.31,C2564689,C6933742,42.78,0.0,60120.0,60958.31,0,0
1862,CASH_IN,5550.35,C5004485,C9852897,329578.79,324028.44,88984.06,94534.41,0,0
1863,CASH_OUT,5361.38,C4348276,C3030113,261333.13,255971.75,197203.9,202565.28,0,0
1864,TRANSFER,33.21,C2677407,C6307805,104919.75,104886.54,19801.83,19835.04,0,0
1865,DEBIT,14893.5,C9517485,C4698379,94036.83,79143.33,59941.85,74835.35,0,0
1866,DEBIT,39.45,C5528972,C2548511,276035.31,275995.86,118356.63,118396.08,0,0
1867,PAYMENT,8648.08,C1463060,M324082,211007.51,202359.43,109969.72,118617.8,0,0
1868,PAYMENT,10440.11,C7003042,M346277,81659.69,71219.58,91213.55,101653.66,0,0
1869,CASH_IN,123.73,C7907400,C4965789,470099.66,469975.93,28648.79,28772.52,0,0
1870,PAYMENT,482.21,C3500715,M790855,134699.84,134217.63,126623.97,127106.18,0,0
1871,CASH_OUT,120.13,C5674183,C6944126,281821.08,281700.95,129554.22,129674.35,0,0
1872,TRANSFER,713.48,C8698256,C1848731,410783.9,410070.42,63272.07,63985.55,0,0
1873,CASH_OUT,592.25,C1908841,C4903402,482008.85,481416.6,49499.54,50091.79,0,0
1874,PAYMENT,5215.14,C2217071,M521947,341989.62,336774.48,81356.25,86571.39,0,0
1875,PAYMENT,15072.35,C2166941,M674553,454622.69,439550.34,155614.19,170686.54,0,0
1876,PAYMENT,17878.74,C3653446,M884475,4931.67,0.0,75431.2,93309.94,0,0
1877,CASH_IN,356.26,C8835373,C5663623,391366.81,391010.55,24700.7,25056.96,0,0
1878,TRANSFER,721.66,C7264956,C6752576,410671.62,409949.96,97923.72,98645.38,0,0
1879,TRANSFER,37.83,C6120253,C2737893,432699.17,432661.34,110308.45,110346.28,0,0
1880,CASH_OUT,218.82,C6708456,C5137722,158998.19,158779.37,150374.58,150593.4,0,0
1881,PAYMENT,7553.02,C2818692,M934692,484000.14,476447.12,106336.43,113889.45,0,0
1882,CASH_OUT,27754.84,C8077999,C9436429,296155.06,268400.22,51812.21,79567.05,0,0
1883,CASH_OUT,92.88,C5674183,C6279418,328781.47,328688.59,28534.03,28626.91,0,0
1884,TRANSFER,335.32,C6159230,C4612365,459220.82,458885.5,127838.7,128174.02,0,0
1885,TRANSFER,1040.22,C6266630,C7273233,339107.61,338067.39,83648.75,84688.97,0,0
1886,TRANSFER,1920.46,C1983738,C3219824,399234.45,397313.99,100445.85,102366.31,0,0
1887,PAYMENT,217.19,C7818496,M786508,470838.5,470621.31,176277.54,176494.73,0,0
1888,DEBIT,2560.92,C7264956,C3484601,428960.74,426399.82,189490.93,192051.85,0,0
1889,TRANSFER,425.1,C3030113,C1768805,317338.34,316913.24,15338.64,15763.74,0,0
1890,PAYMENT,1065.39,C4823498,M681343,287658.35,286592.96,16917.02,17982.41,0,0
